host,group,file,todo_base,time
guardian01.library.upenn.int,A,A01172_0023_lewis_t570.SUCCESS,0023_lewis_t570,2019-09-30T05:54:00+00:00
guardian01.library.upenn.int,A,A01173_0023_lewis_e_m_049_012.SUCCESS,0023_lewis_e_m_049_012,2019-09-30T05:56:00+00:00
guardian01.library.upenn.int,A,A01174_0023_lewis_e_m_005_018.SUCCESS,0023_lewis_e_m_005_018,2019-09-30T06:00:00+00:00
guardian01.library.upenn.int,A,A01175_0023_lewis_t104.SUCCESS,0023_lewis_t104,2019-09-30T06:03:00+00:00
guardian01.library.upenn.int,A,A01176_0023_lewis_e_m_066_010.SUCCESS,0023_lewis_e_m_066_010,2019-09-30T06:05:00+00:00
guardian01.library.upenn.int,A,A01177_0023_lewis_e_m_068_016.SUCCESS,0023_lewis_e_m_068_016,2019-09-30T06:07:00+00:00
guardian01.library.upenn.int,A,A01178_0023_lewis_e_m_048_016.SUCCESS,0023_lewis_e_m_048_016,2019-09-30T06:09:00+00:00
guardian01.library.upenn.int,A,A01179_0023_lewis_t026.SUCCESS,0023_lewis_t026,2019-09-30T06:12:00+00:00
guardian01.library.upenn.int,A,A01180_0023_lewis_e_m_076_005.SUCCESS,0023_lewis_e_m_076_005,2019-09-30T06:14:00+00:00
guardian01.library.upenn.int,A,A01181_0023_lewis_e_m_045_002.SUCCESS,0023_lewis_e_m_045_002,2019-09-30T06:16:00+00:00
guardian01.library.upenn.int,A,A01182_0023_lewis_t111.SUCCESS,0023_lewis_t111,2019-09-30T06:18:00+00:00
guardian01.library.upenn.int,A,A01183_0023_lewis_t112.SUCCESS,0023_lewis_t112,2019-09-30T06:21:00+00:00
guardian01.library.upenn.int,A,A01184_0023_lewis_t074.SUCCESS,0023_lewis_t074,2019-09-30T06:23:00+00:00
guardian01.library.upenn.int,A,A01185_0023_lewis_e_m_016_031.SUCCESS,0023_lewis_e_m_016_031,2019-09-30T06:27:00+00:00
guardian01.library.upenn.int,A,A01186_0023_lewis_e_m_001_027.SUCCESS,0023_lewis_e_m_001_027,2019-09-30T06:29:00+00:00
guardian01.library.upenn.int,A,A01187_0023_lewis_t202.SUCCESS,0023_lewis_t202,2019-09-30T06:32:00+00:00
guardian01.library.upenn.int,A,A01188_0023_lewis_t146.SUCCESS,0023_lewis_t146,2019-09-30T06:35:00+00:00
guardian01.library.upenn.int,A,A01189_0023_lewis_e_m_042_010.SUCCESS,0023_lewis_e_m_042_010,2019-09-30T06:38:00+00:00
guardian01.library.upenn.int,A,A01190_0023_lewis_t091.SUCCESS,0023_lewis_t091,2019-09-30T06:40:00+00:00
guardian01.library.upenn.int,A,A01191_0023_lewis_e_m_048_024.SUCCESS,0023_lewis_e_m_048_024,2019-09-30T06:43:00+00:00
guardian01.library.upenn.int,A,A01192_0023_lewis_t203.SUCCESS,0023_lewis_t203,2019-09-30T06:45:00+00:00
guardian01.library.upenn.int,A,A01193_0023_lewis_t031.SUCCESS,0023_lewis_t031,2019-09-30T06:49:00+00:00
guardian01.library.upenn.int,A,A01194_0023_lewis_t024.SUCCESS,0023_lewis_t024,2019-09-30T06:52:00+00:00
guardian01.library.upenn.int,A,A01195_0023_lewis_e_m_031_013-014.SUCCESS,0023_lewis_e_m_031_013-014,2019-09-30T06:54:00+00:00
guardian01.library.upenn.int,A,A01196_0023_lewis_t138.SUCCESS,0023_lewis_t138,2019-09-30T06:56:00+00:00
guardian01.library.upenn.int,A,A01197_0023_lewis_e_m_076_025.SUCCESS,0023_lewis_e_m_076_025,2019-09-30T07:00:00+00:00
guardian01.library.upenn.int,A,A01198_0023_lewis_t045.SUCCESS,0023_lewis_t045,2019-09-30T07:03:00+00:00
guardian01.library.upenn.int,A,A01199_0023_lewis_e_m_076_047.SUCCESS,0023_lewis_e_m_076_047,2019-09-30T07:06:00+00:00
guardian01.library.upenn.int,A,A01200_0023_lewis_e_m_067_008.SUCCESS,0023_lewis_e_m_067_008,2019-09-30T07:08:00+00:00
guardian01.library.upenn.int,A,A01201_0023_lewis_t079.SUCCESS,0023_lewis_t079,2019-09-30T07:11:00+00:00
guardian01.library.upenn.int,A,A01202_0023_lewis_e_m_064_005.SUCCESS,0023_lewis_e_m_064_005,2019-09-30T07:15:00+00:00
guardian01.library.upenn.int,A,A01203_0023_lewis_e_m_004_005.SUCCESS,0023_lewis_e_m_004_005,2019-09-30T07:17:00+00:00
guardian01.library.upenn.int,A,A01204_0023_lewis_e_m_066_006.SUCCESS,0023_lewis_e_m_066_006,2019-09-30T07:19:00+00:00
guardian01.library.upenn.int,A,A01205_0023_lewis_e_m_044_002a-003c.SUCCESS,0023_lewis_e_m_044_002a-003c,2019-09-30T07:21:00+00:00
guardian01.library.upenn.int,A,A01206_0023_lewis_e_m_064_007.SUCCESS,0023_lewis_e_m_064_007,2019-09-30T07:24:00+00:00
guardian01.library.upenn.int,A,A01207_0023_lewis_t005.SUCCESS,0023_lewis_t005,2019-09-30T07:26:00+00:00
guardian01.library.upenn.int,A,A01208_0023_lewis_t081.SUCCESS,0023_lewis_t081,2019-09-30T07:28:00+00:00
guardian01.library.upenn.int,A,A01209_0023_lewis_e_m_001_020.SUCCESS,0023_lewis_e_m_001_020,2019-09-30T07:32:00+00:00
guardian01.library.upenn.int,A,A01210_0023_lewis_e_m_067_024.SUCCESS,0023_lewis_e_m_067_024,2019-09-30T07:34:00+00:00
guardian01.library.upenn.int,A,A01211_0023_lewis_e_m_064_006.SUCCESS,0023_lewis_e_m_064_006,2019-09-30T07:40:00+00:00
guardian01.library.upenn.int,A,A01212_0023_lewis_e_m_076_046.SUCCESS,0023_lewis_e_m_076_046,2019-09-30T07:43:00+00:00
guardian01.library.upenn.int,A,A01213_0023_lewis_t063.SUCCESS,0023_lewis_t063,2019-09-30T07:45:00+00:00
guardian01.library.upenn.int,A,A01214_0023_lewis_t084.SUCCESS,0023_lewis_t084,2019-09-30T07:47:00+00:00
guardian01.library.upenn.int,A,A01215_0023_lewis_t128.SUCCESS,0023_lewis_t128,2019-09-30T07:49:00+00:00
guardian01.library.upenn.int,A,A01216_0023_lewis_e_m_064_001.SUCCESS,0023_lewis_e_m_064_001,2019-09-30T07:52:00+00:00
guardian01.library.upenn.int,A,A01217_0023_lewis_t528.SUCCESS,0023_lewis_t528,2019-09-30T07:54:00+00:00
guardian01.library.upenn.int,A,A01218_0023_lewis_e_m_067_023.SUCCESS,0023_lewis_e_m_067_023,2019-09-30T07:56:00+00:00
guardian01.library.upenn.int,A,A01219_0023_lewis_t088.SUCCESS,0023_lewis_t088,2019-09-30T07:59:00+00:00
guardian01.library.upenn.int,A,A01220_0023_lewis_t004.SUCCESS,0023_lewis_t004,2019-09-30T08:02:00+00:00
guardian01.library.upenn.int,A,A01221_0023_lewis_e_m_043_009.SUCCESS,0023_lewis_e_m_043_009,2019-09-30T08:04:00+00:00
guardian01.library.upenn.int,A,A01222_0023_lewis_t465.SUCCESS,0023_lewis_t465,2019-09-30T08:07:00+00:00
guardian01.library.upenn.int,A,A01223_0023_lewis_t122.SUCCESS,0023_lewis_t122,2019-09-30T08:11:00+00:00
guardian01.library.upenn.int,A,A01224_0023_lewis_e_m_066_016a.SUCCESS,0023_lewis_e_m_066_016a,2019-09-30T08:13:00+00:00
guardian01.library.upenn.int,A,A01225_0023_lewis_t158.SUCCESS,0023_lewis_t158,2019-09-30T08:16:00+00:00
guardian01.library.upenn.int,A,A01226_0023_lewis_t635.SUCCESS,0023_lewis_t635,2019-09-30T08:20:00+00:00
guardian01.library.upenn.int,A,A01227_0023_lewis_t025.SUCCESS,0023_lewis_t025,2019-09-30T08:23:00+00:00
guardian01.library.upenn.int,A,A01228_0023_lewis_t304.SUCCESS,0023_lewis_t304,2019-09-30T08:27:00+00:00
guardian01.library.upenn.int,A,A01229_0023_lewis_t527.SUCCESS,0023_lewis_t527,2019-09-30T08:32:00+00:00
guardian01.library.upenn.int,A,A01230_0023_lewis_t195.SUCCESS,0023_lewis_t195,2019-09-30T08:37:00+00:00
guardian01.library.upenn.int,A,A01231_0023_lewis_e_m_043_008.SUCCESS,0023_lewis_e_m_043_008,2019-09-30T08:40:00+00:00
guardian01.library.upenn.int,A,A01232_0023_lewis_t189.SUCCESS,0023_lewis_t189,2019-09-30T08:45:00+00:00
guardian01.library.upenn.int,A,A01233_0023_lewis_t035.SUCCESS,0023_lewis_t035,2019-09-30T08:51:00+00:00
guardian01.library.upenn.int,A,A01234_0023_lewis_e_m_031_012.SUCCESS,0023_lewis_e_m_031_012,2019-09-30T08:58:00+00:00
guardian01.library.upenn.int,A,A01235_0023_lewis_t501.SUCCESS,0023_lewis_t501,2019-09-30T09:03:00+00:00
guardian01.library.upenn.int,A,A01236_0023_lewis_t449.SUCCESS,0023_lewis_t449,2019-09-30T09:08:00+00:00
guardian01.library.upenn.int,A,A01237_0023_lewis_t062.SUCCESS,0023_lewis_t062,2019-09-30T09:12:00+00:00
guardian01.library.upenn.int,A,A01238_0023_lewis_t188.SUCCESS,0023_lewis_t188,2019-09-30T09:18:00+00:00
guardian01.library.upenn.int,A,A01239_0023_lewis_e_m_069_021.SUCCESS,0023_lewis_e_m_069_021,2019-09-30T09:21:00+00:00
guardian01.library.upenn.int,A,A01240_0023_lewis_e_m_064_010.SUCCESS,0023_lewis_e_m_064_010,2019-09-30T09:26:00+00:00
guardian01.library.upenn.int,A,A01241_0023_lewis_t090.SUCCESS,0023_lewis_t090,2019-09-30T09:29:00+00:00
guardian01.library.upenn.int,A,A01242_0023_lewis_t441.SUCCESS,0023_lewis_t441,2019-09-30T09:33:00+00:00
guardian01.library.upenn.int,A,A01243_0023_lewis_t163.SUCCESS,0023_lewis_t163,2019-09-30T09:36:00+00:00
guardian01.library.upenn.int,A,A01244_0023_lewis_e_m_076_048.SUCCESS,0023_lewis_e_m_076_048,2019-09-30T09:42:00+00:00
guardian01.library.upenn.int,A,A01245_0023_lewis_e_m_064_009.SUCCESS,0023_lewis_e_m_064_009,2019-09-30T09:47:00+00:00
guardian01.library.upenn.int,A,A01246_0023_lewis_t105a.SUCCESS,0023_lewis_t105a,2019-09-30T09:50:00+00:00
guardian01.library.upenn.int,A,A01247_0023_lewis_t417.SUCCESS,0023_lewis_t417,2019-09-30T09:54:00+00:00
guardian01.library.upenn.int,A,A01248_0023_lewis_e_m_064_004.SUCCESS,0023_lewis_e_m_064_004,2019-09-30T09:57:00+00:00
guardian01.library.upenn.int,A,A01249_0023_lewis_e_m_050_006.SUCCESS,0023_lewis_e_m_050_006,2019-09-30T10:00:00+00:00
guardian01.library.upenn.int,A,A01250_0023_lewis_t372.SUCCESS,0023_lewis_t372,2019-09-30T10:03:00+00:00
guardian01.library.upenn.int,A,A01251_0023_lewis_e_m_046_009.SUCCESS,0023_lewis_e_m_046_009,2019-09-30T10:05:00+00:00
guardian01.library.upenn.int,A,A01252_0023_lewis_t619.SUCCESS,0023_lewis_t619,2019-09-30T10:08:00+00:00
guardian01.library.upenn.int,A,A01253_0023_lewis_e_m_065_046.SUCCESS,0023_lewis_e_m_065_046,2019-09-30T10:10:00+00:00
guardian01.library.upenn.int,A,A01254_0023_lewis_e_m_065_016.SUCCESS,0023_lewis_e_m_065_016,2019-09-30T10:12:00+00:00
guardian01.library.upenn.int,A,A01255_0023_lewis_t113.SUCCESS,0023_lewis_t113,2019-09-30T10:16:00+00:00
guardian01.library.upenn.int,A,A01256_0023_lewis_e_m_065_020.SUCCESS,0023_lewis_e_m_065_020,2019-09-30T10:20:00+00:00
guardian01.library.upenn.int,A,A01257_0023_lewis_t114.SUCCESS,0023_lewis_t114,2019-09-30T10:22:00+00:00
guardian01.library.upenn.int,A,A01258_0023_lewis_e_m_065_074.SUCCESS,0023_lewis_e_m_065_074,2019-09-30T10:29:00+00:00
guardian01.library.upenn.int,A,A01259_0023_lewis_e_m_076_018.SUCCESS,0023_lewis_e_m_076_018,2019-09-30T10:32:00+00:00
guardian01.library.upenn.int,A,A01260_0023_lewis_e_m_070_002.SUCCESS,0023_lewis_e_m_070_002,2019-09-30T10:34:00+00:00
guardian01.library.upenn.int,A,A01261_0023_lewis_e_m_065_027.SUCCESS,0023_lewis_e_m_065_027,2019-09-30T10:38:00+00:00
guardian01.library.upenn.int,A,A01262_0023_lewis_e_m_065_025.SUCCESS,0023_lewis_e_m_065_025,2019-09-30T10:40:00+00:00
guardian01.library.upenn.int,A,A01263_0023_lewis_e_m_065_077.SUCCESS,0023_lewis_e_m_065_077,2019-09-30T10:42:00+00:00
guardian01.library.upenn.int,A,A01264_0023_lewis_t073.SUCCESS,0023_lewis_t073,2019-09-30T10:45:00+00:00
guardian01.library.upenn.int,A,A01265_0023_lewis_e_m_065_029.SUCCESS,0023_lewis_e_m_065_029,2019-09-30T10:47:00+00:00
guardian01.library.upenn.int,A,A01266_0023_lewis_e_m_065_057.SUCCESS,0023_lewis_e_m_065_057,2019-09-30T10:50:00+00:00
guardian01.library.upenn.int,A,A01267_0023_lewis_e_m_067_025.SUCCESS,0023_lewis_e_m_067_025,2019-09-30T10:52:00+00:00
guardian01.library.upenn.int,A,A01268_0023_lewis_e_m_069_001.SUCCESS,0023_lewis_e_m_069_001,2019-09-30T10:55:00+00:00
guardian01.library.upenn.int,A,A01269_0023_lewis_e_m_065_059.SUCCESS,0023_lewis_e_m_065_059,2019-09-30T10:57:00+00:00
guardian01.library.upenn.int,A,A01270_0023_lewis_e_m_065_019.SUCCESS,0023_lewis_e_m_065_019,2019-09-30T11:00:00+00:00
guardian01.library.upenn.int,A,A01271_0023_lewis_e_m_065_075.SUCCESS,0023_lewis_e_m_065_075,2019-09-30T11:02:00+00:00
guardian01.library.upenn.int,A,A01272_0023_lewis_t670.SUCCESS,0023_lewis_t670,2019-09-30T11:05:00+00:00
guardian01.library.upenn.int,A,A01273_0023_lewis_t418.SUCCESS,0023_lewis_t418,2019-09-30T11:07:00+00:00
guardian01.library.upenn.int,A,A01274_0023_lewis_t032.SUCCESS,0023_lewis_t032,2019-09-30T11:10:00+00:00
guardian01.library.upenn.int,A,A01275_0023_lewis_t466.SUCCESS,0023_lewis_t466,2019-09-30T11:13:00+00:00
guardian01.library.upenn.int,A,A01276_0023_lewis_e_m_065_069.SUCCESS,0023_lewis_e_m_065_069,2019-09-30T11:16:00+00:00
guardian01.library.upenn.int,A,A01277_0023_lewis_e_m_065_018.SUCCESS,0023_lewis_e_m_065_018,2019-09-30T11:18:00+00:00
guardian01.library.upenn.int,A,A01278_0023_lewis_e_m_046_017.SUCCESS,0023_lewis_e_m_046_017,2019-09-30T11:21:00+00:00
guardian01.library.upenn.int,A,A01279_0023_lewis_e_m_067_001.SUCCESS,0023_lewis_e_m_067_001,2019-09-30T11:27:00+00:00
guardian01.library.upenn.int,A,A01280_0023_lewis_t395.SUCCESS,0023_lewis_t395,2019-09-30T11:34:00+00:00
guardian01.library.upenn.int,A,A01281_0023_lewis_e_m_065_022.SUCCESS,0023_lewis_e_m_065_022,2019-09-30T11:38:00+00:00
guardian01.library.upenn.int,A,A01282_0023_lewis_t433.SUCCESS,0023_lewis_t433,2019-09-30T11:41:00+00:00
guardian01.library.upenn.int,A,A01283_0023_lewis_e_m_065_071.SUCCESS,0023_lewis_e_m_065_071,2019-09-30T11:43:00+00:00
guardian01.library.upenn.int,A,A01284_0023_lewis_e_m_065_014.SUCCESS,0023_lewis_e_m_065_014,2019-09-30T11:45:00+00:00
guardian01.library.upenn.int,A,A01285_0023_lewis_e_m_065_005.SUCCESS,0023_lewis_e_m_065_005,2019-09-30T11:48:00+00:00
guardian01.library.upenn.int,A,A01286_0023_lewis_t470.SUCCESS,0023_lewis_t470,2019-09-30T11:50:00+00:00
guardian01.library.upenn.int,A,A01287_0023_lewis_e_m_068_001.SUCCESS,0023_lewis_e_m_068_001,2019-09-30T11:53:00+00:00
guardian01.library.upenn.int,A,A01288_0023_lewis_t434.SUCCESS,0023_lewis_t434,2019-09-30T11:55:00+00:00
guardian01.library.upenn.int,A,A01289_0023_lewis_e_m_065_021.SUCCESS,0023_lewis_e_m_065_021,2019-09-30T11:58:00+00:00
guardian01.library.upenn.int,A,A01290_0023_lewis_t343.SUCCESS,0023_lewis_t343,2019-09-30T12:01:00+00:00
guardian01.library.upenn.int,A,A01291_0023_lewis_t639.SUCCESS,0023_lewis_t639,2019-09-30T12:04:00+00:00
guardian01.library.upenn.int,A,A01292_0023_lewis_t469.SUCCESS,0023_lewis_t469,2019-09-30T12:07:00+00:00
guardian01.library.upenn.int,A,A01293_0023_lewis_t182.SUCCESS,0023_lewis_t182,2019-09-30T12:13:00+00:00
guardian01.library.upenn.int,A,A01294_0023_lewis_t380.SUCCESS,0023_lewis_t380,2019-09-30T12:18:00+00:00
guardian01.library.upenn.int,A,A01295_0023_lewis_t435.SUCCESS,0023_lewis_t435,2019-09-30T12:22:00+00:00
guardian01.library.upenn.int,A,A01296_0023_lewis_e_m_072_001.SUCCESS,0023_lewis_e_m_072_001,2019-09-30T12:25:00+00:00
guardian01.library.upenn.int,A,A01297_0023_lewis_e_m_065_045.SUCCESS,0023_lewis_e_m_065_045,2019-09-30T12:28:00+00:00
guardian01.library.upenn.int,A,A01298_0023_lewis_t180.SUCCESS,0023_lewis_t180,2019-09-30T12:31:00+00:00
guardian01.library.upenn.int,A,A01299_0023_lewis_t183.SUCCESS,0023_lewis_t183,2019-09-30T12:34:00+00:00
guardian01.library.upenn.int,A,A01300_0023_lewis_e_m_067_002.SUCCESS,0023_lewis_e_m_067_002,2019-09-30T12:39:00+00:00
guardian01.library.upenn.int,A,A01301_0023_lewis_e_m_065_015.SUCCESS,0023_lewis_e_m_065_015,2019-09-30T12:42:00+00:00
guardian01.library.upenn.int,A,A01302_0023_lewis_e_m_065_073.SUCCESS,0023_lewis_e_m_065_073,2019-09-30T12:45:00+00:00
guardian01.library.upenn.int,A,A01303_0023_lewis_e_m_065_023.SUCCESS,0023_lewis_e_m_065_023,2019-09-30T12:52:00+00:00
guardian01.library.upenn.int,A,A01304_0023_lewis_e_m_004_013.SUCCESS,0023_lewis_e_m_004_013,2019-09-30T13:00:00+00:00
guardian01.library.upenn.int,A,A01305_0023_lewis_e_m_065_058.SUCCESS,0023_lewis_e_m_065_058,2019-09-30T13:05:00+00:00
guardian01.library.upenn.int,A,A01306_0023_lewis_t415.SUCCESS,0023_lewis_t415,2019-09-30T13:07:00+00:00
guardian01.library.upenn.int,A,A01307_0023_lewis_t636.SUCCESS,0023_lewis_t636,2019-09-30T13:10:00+00:00
guardian01.library.upenn.int,A,A01308_0023_lewis_t492.SUCCESS,0023_lewis_t492,2019-09-30T13:15:00+00:00
guardian01.library.upenn.int,A,A01309_0023_lewis_e_m_065_024.SUCCESS,0023_lewis_e_m_065_024,2019-09-30T13:18:00+00:00
guardian01.library.upenn.int,A,A01310_0023_lewis_e_m_065_043.SUCCESS,0023_lewis_e_m_065_043,2019-09-30T13:20:00+00:00
guardian01.library.upenn.int,A,A01311_0023_lewis_t566.SUCCESS,0023_lewis_t566,2019-09-30T13:23:00+00:00
guardian01.library.upenn.int,A,A01312_0023_lewis_t289.SUCCESS,0023_lewis_t289,2019-09-30T13:26:00+00:00
guardian01.library.upenn.int,A,A01313_0023_lewis_e_m_065_038.SUCCESS,0023_lewis_e_m_065_038,2019-09-30T13:31:00+00:00
guardian01.library.upenn.int,A,A01314_0023_lewis_t436.SUCCESS,0023_lewis_t436,2019-09-30T13:34:00+00:00
guardian01.library.upenn.int,A,A01315_0023_lewis_e_m_066_004.SUCCESS,0023_lewis_e_m_066_004,2019-09-30T13:38:00+00:00
guardian01.library.upenn.int,A,A01316_0023_lewis_e_m_065_028.SUCCESS,0023_lewis_e_m_065_028,2019-09-30T13:42:00+00:00
guardian01.library.upenn.int,A,A01317_0023_lewis_e_m_065_061.SUCCESS,0023_lewis_e_m_065_061,2019-09-30T13:48:00+00:00
guardian01.library.upenn.int,A,A01318_0023_lewis_e_m_065_076.SUCCESS,0023_lewis_e_m_065_076,2019-09-30T13:54:00+00:00
guardian01.library.upenn.int,A,A01319_0023_lewis_e_m_065_047.SUCCESS,0023_lewis_e_m_065_047,2019-09-30T14:00:00+00:00
guardian01.library.upenn.int,A,A01320_0023_lewis_t410.SUCCESS,0023_lewis_t410,2019-09-30T14:03:00+00:00
guardian01.library.upenn.int,A,A01321_0023_lewis_t481.SUCCESS,0023_lewis_t481,2019-09-30T14:06:00+00:00
guardian01.library.upenn.int,A,A01322_0023_lewis_e_m_076_016.SUCCESS,0023_lewis_e_m_076_016,2019-09-30T14:08:00+00:00
guardian01.library.upenn.int,A,A01323_0023_lewis_t290.SUCCESS,0023_lewis_t290,2019-09-30T14:11:00+00:00
guardian01.library.upenn.int,A,A01324_0023_lewis_t432.SUCCESS,0023_lewis_t432,2019-09-30T14:15:00+00:00
guardian01.library.upenn.int,A,A01325_0023_lewis_e_m_065_054.SUCCESS,0023_lewis_e_m_065_054,2019-09-30T14:18:00+00:00
guardian01.library.upenn.int,A,A01326_0023_lewis_e_m_065_062.SUCCESS,0023_lewis_e_m_065_062,2019-09-30T14:21:00+00:00
guardian01.library.upenn.int,A,A01327_0023_lewis_t629.SUCCESS,0023_lewis_t629,2019-09-30T14:23:00+00:00
guardian01.library.upenn.int,A,A01328_0023_lewis_t471.SUCCESS,0023_lewis_t471,2019-09-30T14:26:00+00:00
guardian01.library.upenn.int,A,A01329_0023_lewis_e_m_065_044.SUCCESS,0023_lewis_e_m_065_044,2019-09-30T14:34:00+00:00
guardian01.library.upenn.int,A,A01330_0023_lewis_e_m_065_034.SUCCESS,0023_lewis_e_m_065_034,2019-09-30T14:37:00+00:00
guardian01.library.upenn.int,A,A01331_0023_lewis_e_m_065_037.SUCCESS,0023_lewis_e_m_065_037,2019-09-30T14:40:00+00:00
guardian01.library.upenn.int,A,A01332_0023_lewis_e_m_074_007a.SUCCESS,0023_lewis_e_m_074_007a,2019-09-30T14:42:00+00:00
guardian01.library.upenn.int,A,A01333_0023_lewis_e_m_065_006.SUCCESS,0023_lewis_e_m_065_006,2019-09-30T14:45:00+00:00
guardian01.library.upenn.int,A,A01334_0023_lewis_e_m_046_008.SUCCESS,0023_lewis_e_m_046_008,2019-09-30T14:48:00+00:00
guardian01.library.upenn.int,A,A01335_0023_lewis_e_m_065_010.SUCCESS,0023_lewis_e_m_065_010,2019-09-30T14:50:00+00:00
guardian01.library.upenn.int,A,A01336_0023_lewis_e_m_065_035.SUCCESS,0023_lewis_e_m_065_035,2019-09-30T14:53:00+00:00
guardian01.library.upenn.int,A,A01337_0023_lewis_e_m_065_055.SUCCESS,0023_lewis_e_m_065_055,2019-09-30T14:58:00+00:00
guardian01.library.upenn.int,A,A01338_0023_lewis_e_m_076_026.SUCCESS,0023_lewis_e_m_076_026,2019-09-30T15:01:00+00:00
guardian01.library.upenn.int,A,A01339_0023_lewis_e_m_065_050.SUCCESS,0023_lewis_e_m_065_050,2019-09-30T15:03:00+00:00
guardian01.library.upenn.int,A,A01340_0023_lewis_e_m_065_002.SUCCESS,0023_lewis_e_m_065_002,2019-09-30T15:05:00+00:00
guardian01.library.upenn.int,A,A01341_0023_lewis_e_m_065_013.SUCCESS,0023_lewis_e_m_065_013,2019-09-30T15:08:00+00:00
guardian01.library.upenn.int,A,A01342_0023_lewis_e_249.SUCCESS,0023_lewis_e_249,2019-09-30T15:11:00+00:00
guardian01.library.upenn.int,A,A01343_0023_lewis_t048.SUCCESS,0023_lewis_t048,2019-09-30T15:14:00+00:00
guardian01.library.upenn.int,A,A01344_0023_lewis_e_m_028_003-005.SUCCESS,0023_lewis_e_m_028_003-005,2019-09-30T15:20:00+00:00
guardian01.library.upenn.int,A,A01345_0023_lewis_e_m_065_066.SUCCESS,0023_lewis_e_m_065_066,2019-09-30T15:25:00+00:00
guardian01.library.upenn.int,A,A01346_0023_lewis_e_m_065_017.SUCCESS,0023_lewis_e_m_065_017,2019-09-30T15:30:00+00:00
guardian01.library.upenn.int,A,A01347_0023_lewis_e_m_065_001.SUCCESS,0023_lewis_e_m_065_001,2019-09-30T15:36:00+00:00
guardian01.library.upenn.int,A,A01348_0023_lewis_t381.SUCCESS,0023_lewis_t381,2019-09-30T15:42:00+00:00
guardian01.library.upenn.int,A,A01349_0023_lewis_t367.SUCCESS,0023_lewis_t367,2019-09-30T15:46:00+00:00
guardian01.library.upenn.int,A,A01350_0023_lewis_t416.SUCCESS,0023_lewis_t416,2019-09-30T15:53:00+00:00
guardian01.library.upenn.int,A,A01351_0023_lewis_e_m_065_048.SUCCESS,0023_lewis_e_m_065_048,2019-09-30T15:58:00+00:00
guardian01.library.upenn.int,A,A01352_0023_lewis_e_m_065_041.SUCCESS,0023_lewis_e_m_065_041,2019-09-30T16:03:00+00:00
guardian01.library.upenn.int,A,A01353_0023_lewis_e_m_065_004.SUCCESS,0023_lewis_e_m_065_004,2019-09-30T16:07:00+00:00
guardian01.library.upenn.int,A,A01354_0023_lewis_e_m_065_008.SUCCESS,0023_lewis_e_m_065_008,2019-09-30T16:12:00+00:00
guardian01.library.upenn.int,A,A01355_0023_lewis_e_m_065_072.SUCCESS,0023_lewis_e_m_065_072,2019-09-30T16:15:00+00:00
guardian01.library.upenn.int,A,A01356_0023_lewis_e_m_065_078.SUCCESS,0023_lewis_e_m_065_078,2019-09-30T16:19:00+00:00
guardian01.library.upenn.int,A,A01357_0023_lewis_e_m_071_002.SUCCESS,0023_lewis_e_m_071_002,2019-09-30T16:21:00+00:00
guardian01.library.upenn.int,A,A01358_0023_lewis_e_m_065_026.SUCCESS,0023_lewis_e_m_065_026,2019-09-30T16:24:00+00:00
guardian01.library.upenn.int,A,A01359_0023_lewis_e_m_065_063.SUCCESS,0023_lewis_e_m_065_063,2019-09-30T16:27:00+00:00
guardian01.library.upenn.int,A,A01360_0023_lewis_e_m_065_012.SUCCESS,0023_lewis_e_m_065_012,2019-09-30T16:29:00+00:00
guardian01.library.upenn.int,A,A01361_0023_lewis_e_m_066_012.SUCCESS,0023_lewis_e_m_066_012,2019-09-30T16:33:00+00:00
guardian01.library.upenn.int,A,A01362_0023_lewis_e_m_065_033.SUCCESS,0023_lewis_e_m_065_033,2019-09-30T16:36:00+00:00
guardian01.library.upenn.int,A,A01363_0023_lewis_e_m_028_021-023.SUCCESS,0023_lewis_e_m_028_021-023,2019-09-30T16:40:00+00:00
guardian01.library.upenn.int,A,A01364_0023_lewis_e_m_064_018.SUCCESS,0023_lewis_e_m_064_018,2019-09-30T16:43:00+00:00
guardian01.library.upenn.int,A,A01365_0023_lewis_e_m_065_064.SUCCESS,0023_lewis_e_m_065_064,2019-09-30T16:46:00+00:00
guardian01.library.upenn.int,A,A01366_0023_lewis_e_m_065_032.SUCCESS,0023_lewis_e_m_065_032,2019-09-30T16:49:00+00:00
guardian01.library.upenn.int,A,A01367_0023_lewis_t371.SUCCESS,0023_lewis_t371,2019-09-30T16:51:00+00:00
guardian01.library.upenn.int,A,A01368_0023_lewis_e_m_065_053.SUCCESS,0023_lewis_e_m_065_053,2019-09-30T16:54:00+00:00
guardian01.library.upenn.int,A,A01369_0023_lewis_e_m_065_036.SUCCESS,0023_lewis_e_m_065_036,2019-09-30T16:56:00+00:00
